modification/he51_6xsd10/desc;可\t携\t带 6 枚 10 千\t克\t炸\t弹。;
modification/Hs-123_4xSC50;ETC 50/VIIIb 挂\t架;
modification/Hs-123_4xSC50/desc;可\t携\t带 4 枚 50 千\t克\t炸\t弹。;
modification/Hs-123_SC250;ETC 250/IV 挂\t架;
modification/Hs-123_SC250/desc;可\t携\t带 1 枚 250 千\t克\t炸\t弹。;
modification/Bf-109E-3_4xSC50;ETC 50/VIIId 挂\t架;
modification/Bf-109E-3_4xSC50/desc;可\t携\t带 4 枚 50 千\t克\t炸\t弹。;
modification/Bf-109E-3_SC250;ETC 500/IXb 挂\t架;
modification/Bf-109E-3_SC250/desc;可\t携\t带 1 枚 250 千\t克\t炸\t弹。;
modification/Bf-109F-4_4xSC50;ETC 50/VIIId 挂\t架;
modification/Bf-109F-4_4xSC50/desc;可\t携\t带 4 枚 50 千\t克\t炸\t弹。;
modification/Bf-109F-4_SC250;ETC 500/IXb I 挂\t架;
modification/Bf-109F-4_SC250/desc;可\t携\t带 1 枚 250 千\t克\t炸\t弹。;
modification/Bf-109F-4_SC500;ETC 500/IXb II 挂\t架;
modification/Bf-109F-4_SC500/desc;可\t携\t带 1 枚 500 千\t克\t炸\t弹。;
modification/Bf-109F-4_R1;R1 套\t件;
modification/Bf-109F-4_R1/desc;可\t在\t机\t翼\t下\t安\t装 2 门 15 毫\t米 MG 151/15 机\t枪\t（炮）。;
modification/Bf-109G-10_R5;R5 套\t件;
modification/Bf-109G-10_R5/desc;可\t在\t机\t翼\t下\t安\t装 2 门 30 毫\t米 MK 108 机\t炮。;
modification/Bf-109G-10_SC250;ETC 500/IXb I 挂\t架;
modification/Bf-109G-10_SC250/desc;可\t携\t带 1 枚 250 千\t克\t炸\t弹。;
modification/Bf-109G-10_SC500;ETC 500/IXb II 挂\t架;
modification/Bf-109G-10_SC500/desc;可\t携\t带 1 枚 500 千\t克\t炸\t弹。;
modification/Bf-109G-10_MK108_mod;U4 套\t件;
modification/Bf-109G-10_MK108_mod/desc;可\t将\t桨\t毂\t的\t轴\t炮\t更\t换\t为 30 毫\t米 MK 108 机\t炮。;
modification/Bf-109G-10_R6;R6 套\t件;
modification/Bf-109G-10_R6/desc;可\t在\t机\t翼\t下\t安\t装 2 门 20 毫\t米 MG 151/20 机\t炮。;
modification/me_210ca_1_40_mm_wgr41;Wfr.Gr.41 火\t箭\t发\t射\t器;
modification/me_210ca_1_40_mm_wgr41/desc;可\t携\t带 150 毫\t米 W.Gr.41 火\t箭\t弹。;
modification/hs129_r2;R8 套\t件;
modification/hs129_r2/desc;可\t安\t装 1 门 30 毫\t米 MK 103 机\t炮。;
modification/Bf-109G-2_4xSC50;ETC 50/VIIId 挂\t架;
modification/Bf-109G-2_4xSC50/desc;可\t携\t带 4 枚 50 千\t克\t炸\t弹。;
modification/Bf-109G-2_SC250;ETC 500/IXb I 挂\t架;
modification/Bf-109G-2_SC250/desc;可\t携\t带 1 枚 250 千\t克\t炸\t弹。;
modification/Bf-109G-2_SC500;ETC 500/IXb II 挂\t架;
modification/Bf-109G-2_SC500/desc;可\t携\t带 1 枚 500 千\t克\t炸\t弹。;
modification/Bf-109G-2_R6;R6 套\t件;
modification/Bf-109G-2_R6/desc;可\t在\t机\t翼\t下\t安\t装 2 门 20 毫\t米 MG 151/20 机\t炮。;
modification/Bf-109G-6_R6;R6 套\t件;
modification/Bf-109G-6_R6/desc;可\t在\t机\t翼\t下\t安\t装 2 门 20 毫\t米 MG 151/20 机\t炮。;
modification/Bf-109G-6_R5;R5 套\t件;
modification/Bf-109G-6_R5/desc;可\t在\t机\t翼\t下\t安\t装 2 门 30 毫\t米 MK 108 机\t炮。;
modification/Bf-109G-6_4xSC50;ETC 50/VIIId 挂\t架;
modification/Bf-109G-6_4xSC50/desc;可\t携\t带 4 枚 50 千\t克\t炸\t弹。;
modification/Bf-109G-6_SC250;ETC 500/IXb I 挂\t架;
modification/Bf-109G-6_SC250/desc;可\t携\t带 1 枚 250 千\t克\t炸\t弹。;
modification/Bf-109G-6_SC500;ETC 500/IXb II 挂\t架;
modification/Bf-109G-6_SC500/desc;可\t携\t带 1 枚 500 千\t克\t炸\t弹。;
modification/Bf-109G-6_W;Wfr.Gr.21 火\t箭\t发\t射\t器;
modification/Bf-109G-6_W/desc;可\t携\t带 2 枚 210 毫\t米 BR 21 火\t箭\t弹。;
modification/bf-109g6_u4_mod;U4 套\t件;
modification/bf-109g6_u4_mod/desc;可\t安\t装 30 毫\t米 MK 108 机\t炮;
modification/Bf-109K-4_R5;R5 套\t件;
modification/Bf-109K-4_R5/desc;可\t在\t机\t翼\t下\t安\t装 2 门 20 毫\t米 MG 151/20 机\t炮。;
modification/Bf-110C-4_8xSC50;ETC 50/VIIId 挂\t架;
modification/Bf-110C-4_8xSC50/desc;可\t携\t带 8 枚 50 千\t克\t炸\t弹。;
modification/Bf-110C-4_2xSC250;ETC 500/IXb I 挂\t架;
modification/Bf-110C-4_2xSC250/desc;可\t携\t带 2 枚 250 千\t克\t炸\t弹。;
modification/Bf-110C-4_SC50_SC250;ETC 250/IXb I 挂\t架;
modification/Bf-110C-4_SC50_SC250/desc;可\t携\t带 2 枚\t最\t大 250 千\t克\t的\t炸\t弹。;
modification/Bf-110C-4_SC500;ETC 500/IXb II 挂\t架;
modification/Bf-110C-4_SC500/desc;可\t携\t带 1 枚 500 千\t克\t炸\t弹。;
modification/Bf-110C-7_SC1000;ETC 1000/IXb I 挂\t架;
modification/Bf-110C-7_SC1000/desc;可\t携\t带 1,000 千\t克\t的\t炸\t弹。;
modification/Bf-110C-7_SC1000_SC250;ETC 1000/IXb 挂\t架;
modification/Bf-110C-7_SC1000_SC250/desc;可\t携\t带\t最\t大 1000 千\t克\t的\t炸\t弹;
modification/he-111h-2_8xSC250;ETC 250/VIIIb 挂\t架;
modification/he-111h-2_8xSC250/desc;可\t携\t带 8 枚 250 千\t克\t炸\t弹。;
modification/he-111_2x1000kg_250kg_pylon;ETC PVC II 挂\t架;
modification/he-111_2x1000kg_250kg_pylon/desc;可\t携\t带 2 枚 1,000 千\t克\t和 1 枚 250 千\t克\t炸\t弹。;
modification/he-111_2x1000kg_pylon;ETC PVC I 挂\t架;
modification/he-111_2x1000kg_pylon/desc;可\t携\t带 2 枚 1,000 千\t克\t炸\t弹。;
modification/Fw-190A-5_4xSC50;ETC 501 挂\t架;
modification/Fw-190A-5_4xSC50/desc;可\t携\t带 4 枚 50 千\t克\t炸\t弹。;
modification/Fw-190A-5_SC250;ETC 501 I 挂\t架;
modification/Fw-190A-5_SC250/desc;可\t携\t带 1 枚 250 千\t克\t炸\t弹。;
modification/Fw-190A-5_SC500;ETC 501 II 挂\t架;
modification/Fw-190A-5_SC500/desc;可\t携\t带 1 枚 500 千\t克\t炸\t弹。;
modification/Fw-190A-5_R1;R1 套\t件;
modification/Fw-190A-5_R1/desc;可\t在\t机\t翼\t下\t安\t装 4 门 20 毫\t米 MG 151/20 机\t炮。;
modification/Fw-190A-5_R6;R6 套\t件;
modification/Fw-190A-5_R6/desc;可\t携\t带 210 毫\t米 Wfr.Gr.21 火\t箭\t弹。;
modification/bf_110f-2_rz65;EG RZ 65 挂\t架;
modification/bf_110f-2_rz65/desc;可\t携\t带 EG RZ 65 火\t箭\t弹。;
modification/Fw-190D-12_4xSC50;ETC 71 I 挂\t架;
modification/Fw-190D-12_4xSC50/desc;可\t携\t带 4 枚 50 千\t克\t炸\t弹。;
modification/Fw-190D-12_8xSC50;ETC 71 II 挂\t架;
modification/Fw-190D-12_8xSC50/desc;可\t携\t带 8 枚 50 千\t克\t炸\t弹。;
modification/Fw-190D-12_SC250;ETC 504 I 挂\t架;
modification/Fw-190D-12_SC250/desc;可\t携\t带 250 千\t克\t炸\t弹。;
modification/Fw-190D-12_SC250_4xSC50;ETC 504 和 ER 4 I 挂\t架;
modification/Fw-190D-12_SC250_4xSC50/desc;可\t携\t带 1 枚 250 千\t克\t和 4 枚 50 千\t克\t炸\t弹。;
modification/Fw-190D-12_SC500;ETC 504 II 挂\t架;
modification/Fw-190D-12_SC500/desc;可\t携\t带 500 千\t克\t炸\t弹。;
modification/Fw-190D-12_SC500_4xSC50;ETC 504 和 ER 4 II 挂\t架;
modification/Fw-190D-12_SC500_4xSC50/desc;可\t携\t带 1 枚 500 千\t克\t和 4 枚 50 千\t克\t炸\t弹。;
modification/Fw-190F-8_SC500;ETC 501 I 挂\t架;
modification/Fw-190F-8_SC500/desc;可\t携\t带 1 枚 500 千\t克\t炸\t弹。;
modification/Fw-190F-8_SC500_4xSC50;ETC 501 和 ER 4 I 挂\t架;
modification/Fw-190F-8_SC500_4xSC50/desc;可\t携\t带 1 枚 500 千\t克\t和 4 枚 50 千\t克\t炸\t弹。;
modification/Fw-190F-8_SC1000;ETC 501 II 挂\t架;
modification/Fw-190F-8_SC1000/desc;可\t携\t带 1 枚 1,000 千\t克\t炸\t弹。;
modification/Fw-190F-8_SC1000_4xSC50;ETC 501 和 ER 4 II 挂\t架;
modification/Fw-190F-8_SC1000_4xSC50/desc;可\t携\t带 1 枚 1,000 千\t克\t和 4 枚 50 千\t克\t炸\t弹。;
modification/Fw-190F-8_R3;R3 套\t件;
modification/Fw-190F-8_R3/desc;可\t在\t机\t翼\t下\t安\t装 2 门 30 毫\t米 MK 103 机\t炮。;
modification/ar234_SC1000;ETC 1001 I 挂\t架;
modification/ar234_SC1000/desc;可\t携\t带 1 枚 1,000 千\t克\t炸\t弹。;
modification/p_40_fuel_100;100 号\t航\t空\t燃\t油;
modification/p_40_fuel_100/desc;使\t用 100 号\t航\t空\t燃\t油，\t从\t而\t提\t升\t发\t动\t机\t的\t性\t能。;
modification/la-5fn_armorplate_10/short;座\t椅\t靠\t背\t装\t甲;
modification/la-5fn_armorplate_10;升\t级\t座\t椅\t靠\t背\t装\t甲;
modification/la-5fn_armorplate_10/desc;用 10 毫\t米\t座\t椅\t靠\t背\t装\t甲\t板\t替\t换\t原\t来\t的 8.5 毫\t米\t型\t号。;
modification/la-5fn_rear_armorglass_75/short;防\t弹\t玻\t璃;
modification/la-5fn_rear_armorglass_75;升\t级\t防\t弹\t玻\t璃;
modification/la-5fn_rear_armorglass_75/desc;用 75 毫\t米\t防\t弹\t玻\t璃\t替\t换\t原\t来\t的 66 毫\t米\t型\t号。;
modification/la-5fn_dz-40;DZ-40 挂\t架;
modification/la-5fn_dz-40/desc;可\t携\t带 2 枚 50 千\t克\t炸\t弹。;
modification/la-7_armorplate_10/short;座\t椅\t靠\t背\t装\t甲;
modification/la-7_armorplate_10;升\t级\t座\t椅\t靠\t背\t装\t甲;
modification/la-7_armorplate_10/desc;用 10 毫\t米\t座\t椅\t靠\t背\t装\t甲\t板\t替\t换\t原\t来\t的 8.5 毫\t米\t型\t号。;
modification/la-7_rear_armorglass_75/short;防\t弹\t玻\t璃;
modification/la-7_rear_armorglass_75;升\t级\t防\t弹\t玻\t璃;
modification/la-7_rear_armorglass_75/desc;用 75 毫\t米\t防\t弹\t玻\t璃\t替\t换\t原\t来\t的 66 毫\t米\t型\t号。;
modification/la-7_dz-40;DZ-40 挂\t架;
modification/la-7_dz-40/desc;可\t携\t带 50 或 100 千\t克\t炸\t弹。;
modification/bd-2-48;BD-2-48 挂\t架;
modification/bd-2-48/desc;可\t携\t带\t最\t大 250 千\t克\t的\t炸\t弹。;
modification/d-4-50;D-4-50;
modification/d-4-50/desc;可\t携\t带\t最\t大 250 千\t克\t的\t炸\t弹。;
modification/LaGG_ro-82;RO-82 挂\t架;
modification/LaGG_ro-82/desc;可\t携\t带 6 枚 RS-82 火\t箭\t弹。;
modification/LaGG_dz-40;DZ-40 挂\t架;
modification/LaGG_dz-40/desc;可\t携\t带 50 或 100 千\t克\t炸\t弹。;
modification/C5;S-5K;
modification/C5/desc;可\t携\t带 S-5K 火\t箭\t弹。;
modification/swd_j29_75mm_m55;m/55;
modification/swd_j29_75mm_m55/desc;可\t携\t带 m/55 火\t箭\t弹。;
modification/swd_j29_145mm_m49a;"m/49B
";
modification/swd_j29_145mm_m49a/desc;可\t携\t带 m/49B 火\t箭\t弹。;
modification/swd_j29_150mm_m51;m/51;
modification/swd_j29_150mm_m51/desc;可\t携\t带 m/51 火\t箭\t弹。;
modification/swd_j29_180mm_m49;m/49;
modification/swd_j29_180mm_m49/desc;可\t携\t带 m/49 火\t箭\t弹。;
modification/swd_aj37_120kg_m71;m/71 炸\t弹;
modification/swd_aj37_120kg_m71/desc;可\t携\t带 120 千\t克\t炸\t弹。;
modification/swd_rb75;Rb 75;
modification/rswd_rb75/desc;可\t携\t带 Rb 75 导\t弹。;
modification/swd_rb75t;Rb 75T;
modification/swd_rb75t/desc;可\t携\t带 Rb 75T 导\t弹。;
modification/swe_minb_m37a/desc;可\t携\t带 50 千\t克\t炸\t弹。;
modification/swe_minb_m37a;m/37A;
modification/swe_minb_m61/desc;可\t携\t带 120 千\t克\t炸\t弹。;
modification/swe_minb_m61;m/61;
modification/swe_minb_m40/desc;可\t携\t带 250 千\t克\t炸\t弹。;
modification/swe_minb_m40;250 千\t克 m/50;
modification/swe_minb_m41/desc;可\t携\t带 500 千\t克\t炸\t弹。;
modification/swe_minb_m41;m/56;
modification/swe_minb_m50/desc;可\t携\t带 600 千\t克\t炸\t弹。;
modification/swe_minb_m50;600 千\t克 m/50;
modification/swe_torp_m41;m/41;
modification/swe_torp_m41/desc;可\t携\t带\t鱼\t雷。;
modification/swe_torp_t18b_1;m/38;
modification/swe_torp_t18b_1/desc;可\t携\t带\t鱼\t雷。;
modification/fin_50kg/desc;可\t携\t带 50 千\t克\t炸\t弹。;
modification/fin_50kg;50 千\t克\t炸\t弹;
modification/fin_100kg/desc;可\t携\t带 100 千\t克\t炸\t弹。;
modification/fin_100kg;100 千\t克\t炸\t弹;
modification/fr_75kg/desc;可\t携\t带 75 千\t克\t炸\t弹。;
modification/fr_75kg;75 千\t克\t炸\t弹;
modification/fr_150kg/desc;可\t携\t带 150 千\t克\t炸\t弹。;
modification/fr_150kg;150 千\t克\t炸\t弹;
modification/fr_40cm_1926;1926DA;
modification/fr_40cm_1926/desc;可\t携\t带\t鱼\t雷。;
modification/j_7_hf5;火\t发\t-5;
modification/j_7_hf5/desc;可\t携\t带 57-2 型\t火\t箭\t弹。;
modification/cn_hf25b;火\t发\t-25B;
modification/cn_hf25b/desc;可\t携\t带 70 型\t火\t箭\t弹。;
modification/cn_hf27;火\t发\t-27;
modification/cn_hf27/desc;可\t携\t带 57-2 型\t火\t箭\t弹。;
modification/cn_q5_hf6;火\t发\t-6;
modification/cn_q5_hf6/desc;可\t携\t带 90-1 型\t火\t箭\t弹。;
modification/q_5b_type130;火\t发\t-14;
modification/q_5b_type130/desc;可\t携\t带 130 系\t列\t火\t箭\t弹。;
modification/cn_hf18;火\t发\t-18;
modification/cn_hf18/desc;可\t携\t带 57-2 型\t火\t箭\t弹。;
modification/cn_hf7a;火\t发\t-7A;
modification/cn_hf7a/desc;可\t携\t带 90-1 型\t火\t箭\t弹。;
modification/cn_hf7d;火\t发\t-7D;
modification/cn_hf7d/desc;可\t携\t带 火\t蛇 70 火\t箭\t弹。;
modification/C5M;S-5M;
modification/C5M/desc;可\t携\t带 S-5M 火\t箭\t弹。;
modification/mig_21_ub16;UB-16 挂\t架;
modification/mig_21_ub16/desc;可\t携\t带\t额\t外\t的 S-5 火\t箭\t弹。;
modification/mig_21_ub32;UB-32 挂\t架;
modification/mig_21_ub32/desc;可\t携\t带\t额\t外\t的 S-5 火\t箭\t弹。;
modification/C21;S-21;
modification/C21/desc;可\t携\t带 S-21 火\t箭\t弹。;
modification/su_7b_s3;S-3K;
modification/su_7b_s3/desc;可\t携\t带 S-3K 火\t箭\t弹。;
modification/a_26b_10_2x37_mod;M9;
modification/a_26b_10_2x37_mod/desc;可\t将\t前\t射\t武\t器\t更\t换\t为\t两\t门 37 毫\t米\t航\t炮。;
modification/a_26b_10_1x37_2_50_mod;M9/.50x2;
modification/tis_ns_45_mod/desc;可\t将 NS-37 机\t炮\t替\t换\t为 NS-45。;
modification/tis_ns_45_mod;NS-45 机\t炮;
modification/a_26b_10_1x37_2_50_mod/desc;可\t将\t前\t射\t武\t器\t更\t换\t为\t两\t门 37 毫\t米\t航\t炮\t和\t两\t门\t大\t口\t径\t机\t枪。;
modification/a_26b_10_1x37_4_50_mod;M9/.50x4;
modification/a_26b_10_1x37_4_50_mod/desc;可\t将\t前\t射\t武\t器\t更\t换\t为\t两\t门 37 毫\t米\t航\t炮\t和\t四\t门\t大\t口\t径\t机\t枪。;
modification/der_21;Der-21 挂\t架;
modification/der_21/desc;可\t携\t带 50 千\t克\t或\t更\t重\t的\t炸\t弹。;
modification/der-13;Der-13 挂\t架;
modification/der-13/desc;可\t在\t外\t部\t挂\t载\t最\t大 250 千\t克\t的\t炸\t弹。;
modification/der-15;Der-15 挂\t架;
modification/der-15/desc;可\t在\t外\t部\t挂\t载\t最\t大 500 千\t克\t的\t炸\t弹。;
modification/der-19;Der-19 挂\t架;
modification/der-19/desc;可\t在\t外\t部\t挂\t载\t最\t大 500 千\t克\t的\t炸\t弹。;
modification/der-21_fab100;Der-21 挂\t架;
modification/der-21_fab100/desc;可\t在\t弹\t舱\t内\t挂\t载\t最\t大 100 千\t克\t的\t炸\t弹。;
modification/der-19_fab250;Der-19 250 挂\t架;
modification/der-19_fab250/desc;可\t在\t外\t部\t挂\t载\t最\t大 250 千\t克\t的\t炸\t弹。;
modification/der-19_fab500;Der-19 500 挂\t架;
modification/der-19_fab500/desc;可\t在\t外\t部\t挂\t载\t最\t大 500 千\t克\t的\t炸\t弹。;
modification/der-19_fab1000;Der-19 1000 挂\t架;
modification/der-19_fab1000/desc;可\t在\t外\t部\t挂\t载\t最\t大 1,000 千\t克\t的\t炸\t弹。;
modification/der-20;Der-20 挂\t架;
modification/der-20/desc;可\t在\t外\t部\t挂\t载\t最\t大 1,000 千\t克\t的\t炸\t弹。;
modification/der-21;Der-21 挂\t架;
modification/der-21/desc;可\t在\t弹\t舱\t内\t挂\t载\t最\t大 100 千\t克\t的\t炸\t弹。;
modification/er-2_kd-3-240;KD-3-240 挂\t架;
modification/er-2_kd-3-240/desc;可\t携\t带 250 和 500 千\t克\t炸\t弹。;
modification/er-2_m-105_der-19-20;Der-19-20 挂\t架;
modification/er-2_m-105_der-19-20/desc;可\t在\t外\t部\t挂\t载\t最\t大 1,000 千\t克\t的\t炸\t弹。;
modification/er-2_ach-30b_der-19-20;Der-19-20 挂\t架;
modification/er-2_ach-30b_der-19-20/desc;可\t在\t外\t部\t挂\t载\t最\t大 1,000 千\t克\t的\t炸\t弹。;
modification/tu-2_pkd-2;PKD-2 挂\t架;
modification/tu-2_pkd-2/desc;可\t携\t带\t最\t大 1,000 千\t克\t的\t炸\t弹。;
modification/der_19pk;Der-19PK 挂\t架;
modification/der_19pk/desc;可\t携\t带\t最\t大 1,000 千\t克\t的\t炸\t弹。;
modification/der_19u;Der-19U 挂\t架;
modification/der_19u/desc;可\t携\t带\t最\t大 1,000 千\t克\t的\t炸\t弹。;
modification/tu-2_td-44;TD-44 挂\t架;
modification/tu-2_td-44/desc;可\t携\t带 2 枚\t鱼\t雷。;
modification/il2_mdz_42;MDZ-42 挂\t架;
modification/il2_mdz_42/desc;可\t在\t外\t部\t挂\t载\t最\t大 250 千\t克\t的\t炸\t弹。;
modification/su_fab_250m_43;FAB-250 M-43;
modification/su_fab_250m_43/desc;可\t携\t带 250 千\t克\t炸\t弹。;
modification/su_fab_500m_43;FAB-500 M-43;
modification/su_fab_500m_43/desc;可\t携\t带 500 千\t克\t炸\t弹。;
modification/su_fab_250_500;FAB 250/500;
modification/su_fab_250_500/desc;可\t携\t带\t最\t大 500 千\t克\t的\t炸\t弹。;
modification/su_fab_1000m_43;FAB-1000 M-43;
modification/su_fab_1000m_43/desc;可\t携\t带 1,000 千\t克\t炸\t弹。;
modification/pe-2_dz-40;DZ-40 挂\t架;
modification/pe-2_dz-40/desc;可\t携\t带 250 和 500 千\t克\t炸\t弹。;
modification/pe-2_ro-132;RO-132 挂\t架;
modification/pe-2_ro-132/desc;可\t携\t带 10 枚 RS-132 火\t箭\t弹。;
modification/sb-2_der-19;Der-19 挂\t架;
modification/sb-2_der-19/desc;可\t携\t带 250 和 500 千\t克\t炸\t弹。;
modification/ar-2_np-1;NP-1 挂\t架;
modification/ar-2_np-1/desc;可\t携\t带 100、\t250 和 500 千\t克\t的\t炸\t弹。;
modification/yak9p_ns23_mod;NS-23 机\t炮;
modification/yak9p_ns23_mod/desc;可\t将\t桨\t毂\t的\t轴\t炮\t更\t换\t为 23 毫\t米 NS-23 机\t炮。;
modification/us_m39_cannon;M39 机炮;
modification/us_m39_cannon/desc;可\t安\t装 20 毫\t米 M39 机\t炮。;
modification/yak9p_n37_mod;N-37 机\t炮;
modification/yak9p_n37_mod/desc;可\t将\t桨\t毂\t的\t轴\t炮\t更\t换\t为 37 毫\t米 N-37 机\t炮。;
modification/yak3p_mod;雅\t克\t-3P;
modification/yak3p_mod/desc;雅\t克\t-3P 标\t准\t武\t器\t配\t置：\t3 门 20 毫\t米\t机\t炮。;
modification/yak9p_ns45_mod;NS-45 机\t炮;
modification/yak9p_ns45_mod/desc;可\t安\t装 45 毫\t米 NS-23 机\t炮;
modification/lancaster_mk3_avro_mark_3;AUBC No.1 Mk II 挂\t架;
modification/lancaster_mk3_avro_mark_3/desc;可\t携\t带 1,000 磅\t炸\t弹。;
modification/lancaster_mk3_avro_mark_1;AUBC 1 号 Mk I 挂\t架;
modification/lancaster_mk3_avro_mark_1/desc;可\t携\t带\t超\t过 1,000 磅\t的\t炸\t弹。;
modification/uk_12000lb_hc_mkI_n52_bomb;AUBC 1 号 Mk IV 挂\t架;
modification/uk_12000lb_hc_mkI_n52_bomb/desc;可\t携\t带\t超\t过 4,000 磅\t的\t炸\t弹。;
modification/wellington_sbc;SBC Mk I 挂\t架;
modification/wellington_sbc/desc;可\t携\t带\t额\t外\t的 250 磅\t炸\t弹。;
modification/wellington_mbc;MBC Mk I 挂\t架;
modification/wellington_mbc/desc;可\t携\t带 500 磅\t炸\t弹。;
modification/wellington_lbc;LBC Mk I 挂\t架;
modification/wellington_lbc/desc;可\t携\t带 4,000 磅\t炸\t弹。;
modification/wellington_tc;TC Mk I 挂\t架;
modification/wellington_tc/desc;可\t携\t带 2 枚\t鱼\t雷。;
modification/wellington_2000/desc;可\t携\t带 2,000 磅\t炸\t弹。;
modification/wellington_2000;2000 磅;
modification/wirraway_sbc;Mk 21 挂\t架;
modification/wirraway_sbc/desc;可\t携\t带 250 和 500 磅\t炸\t弹。;
modification/uc_type_mk_1;UC Mk 1 挂\t架;
modification/uc_type_mk_1/desc;可\t携\t带\t额\t外\t的 250 磅\t炸\t弹。;
modification/uc_type_mk_2;UC Mk 2 挂\t架;
modification/uc_type_mk_2/desc;可\t携\t带 500 磅\t炸\t弹。;
modification/sbc_mark25;SBC Mk 25 挂\t架;
modification/sbc_mark25/desc;可\t携\t带\t额\t外\t的 250 磅\t炸\t弹。;
modification/hampden_2x500lb;SBC Mk II 挂\t架;
modification/hampden_2x500lb/desc;可\t携\t带\t额\t外\t的 500 磅\t炸\t弹。;
modification/uk_bomb_520lb;520 磅 HERL Mk IN 炸\t弹;
modification/uk_bomb_520lb/desc;可\t携\t带\t额\t外\t的 520 磅\t炸\t弹。;
modification/uk_bomb_1650lb;1,650 磅 SN 炸\t弹;
modification/uk_bomb_1650lb/desc;可\t携\t带\t额\t外\t的 1,650 磅\t炸\t弹。;
modification/yak-1-7b_bi-42;BI-42 挂\t架;
modification/yak-1-7b_bi-42/desc;可\t携\t带 50 千\t克\t炸\t弹。;
modification/yak-1_bi-42;BI-42 挂\t架;
modification/yak-1_bi-42/desc;可\t携\t带 50 或 100 千\t克\t炸\t弹。;
modification/yak-7b_ro-82;RO-82 挂\t架;
modification/yak-7b_ro-82/desc;可\t携\t带 6 枚 RS-82 火\t箭\t弹。;
modification/b-17_sbc;SBC-17 挂\t架;
modification/b-17_sbc/desc;可\t携\t带\t额\t外\t的 500 磅\t炸\t弹。;
modification/b-17_mbc;MBC-17 挂\t架;
modification/b-17_mbc/desc;可\t携\t带 1,000 磅\t炸\t弹。;
modification/b-17_lbc;LBC-17 挂\t架;
modification/b-17_lbc/desc;可\t携\t带 2,000 磅\t炸\t弹。;
modification/b-24_sbc;SBC-24 挂\t架;
modification/b-24_sbc/desc;可\t携\t带 100 磅\t炸\t弹。;
modification/fr_750lb_m117;M117;
modification/fr_750lb_m117/desc;可\t携\t带 750 磅\t炸\t弹。;
modification/jp_750lb_jm117;JM117;
modification/jp_750lb_jm117/desc;可\t携\t带 750 磅\t炸\t弹。;
modification/b-24_mbc;MBC-24 挂\t架;
modification/b-24_mbc/desc;可\t携\t带\t额\t外\t的 500 磅\t炸\t弹。;
modification/b-24_lbc;LBC-24 挂\t架;
modification/b-24_lbc/desc;可\t携\t带 1,000 磅\t炸\t弹。;
modification/is_100_50_gp;100/50 GP;
modification/is_100_50_gp/desc;可\t携\t带 100 千\t克\t炸\t弹。;
modification/is_250_50_gp;250/50 GP;
modification/is_250_50_gp/desc;可\t携\t带 250 千\t克\t炸\t弹。;
modification/is_360_50_gp;360/50 GP;
